ValoresRms,TimeStamp,EPOCH
2.874,06/07/2020 12:14:06.660,1594048446660
2.844,06/07/2020 12:14:07.160,1594048447160
2.852,06/07/2020 12:14:07.661,1594048447661
2.858,06/07/2020 12:14:08.161,1594048448161
2.827,06/07/2020 12:14:08.661,1594048448661
2.827,06/07/2020 12:14:09.161,1594048449161
2.843,06/07/2020 12:14:09.661,1594048449661
2.875,06/07/2020 12:14:10.161,1594048450161
2.857,06/07/2020 12:14:10.661,1594048450661
2.859,06/07/2020 12:14:11.161,1594048451161
2.874,06/07/2020 12:14:11.661,1594048451661
2.860,06/07/2020 12:14:12.161,1594048452161
2.842,06/07/2020 12:14:12.661,1594048452661
2.843,06/07/2020 12:14:13.161,1594048453161
2.852,06/07/2020 12:14:13.662,1594048453662
2.877,06/07/2020 12:14:14.162,1594048454162
0.691,06/07/2020 12:14:14.662,1594048454662
0.702,06/07/2020 12:14:15.162,1594048455162
0.700,06/07/2020 12:14:15.662,1594048455662
0.708,06/07/2020 12:14:16.162,1594048456162
0.700,06/07/2020 12:14:16.662,1594048456662
0.708,06/07/2020 12:14:17.162,1594048457162
0.705,06/07/2020 12:14:17.662,1594048457662
0.701,06/07/2020 12:14:18.162,1594048458162
0.712,06/07/2020 12:14:18.662,1594048458662
0.707,06/07/2020 12:14:19.163,1594048459163
0.692,06/07/2020 12:14:19.663,1594048459663
0.713,06/07/2020 12:14:20.163,1594048460163
0.701,06/07/2020 12:14:20.663,1594048460663
0.704,06/07/2020 12:14:21.163,1594048461163
0.709,06/07/2020 12:14:21.663,1594048461663
0.705,06/07/2020 12:14:22.163,1594048462163
0.689,06/07/2020 12:14:22.663,1594048462663
0.688,06/07/2020 12:14:23.163,1594048463163
0.695,06/07/2020 12:14:23.663,1594048463663
0.729,06/07/2020 12:14:24.163,1594048464163
0.720,06/07/2020 12:14:24.663,1594048464663
0.704,06/07/2020 12:14:25.164,1594048465164
0.690,06/07/2020 12:14:25.664,1594048465664
0.693,06/07/2020 12:14:26.164,1594048466164
0.692,06/07/2020 12:14:26.664,1594048466664
0.677,06/07/2020 12:14:27.164,1594048467164

0.708,06/07/2020 13:43:56.605,1594053836605
0.716,06/07/2020 13:43:57.105,1594053837105
0.719,06/07/2020 13:43:57.605,1594053837605
0.721,06/07/2020 13:43:58.105,1594053838105
0.725,06/07/2020 13:43:58.605,1594053838605
0.708,06/07/2020 13:43:59.105,1594053839105
0.725,06/07/2020 13:43:59.605,1594053839605
0.721,06/07/2020 13:44:00.105,1594053840105
0.714,06/07/2020 13:44:00.605,1594053840605
0.714,06/07/2020 13:44:01.105,1594053841105
0.704,06/07/2020 13:44:01.606,1594053841606
0.703,06/07/2020 13:44:02.106,1594053842106
0.724,06/07/2020 13:44:02.606,1594053842606
0.728,06/07/2020 13:44:03.106,1594053843106
0.709,06/07/2020 13:44:03.606,1594053843606
0.718,06/07/2020 13:44:04.106,1594053844106
0.711,06/07/2020 13:44:04.606,1594053844606
0.729,06/07/2020 13:44:05.106,1594053845106
0.727,06/07/2020 13:44:05.606,1594053845606
0.730,06/07/2020 13:44:06.106,1594053846106
0.721,06/07/2020 13:44:06.606,1594053846606
0.719,06/07/2020 13:44:07.106,1594053847106
0.730,06/07/2020 13:44:07.607,1594053847607
0.725,06/07/2020 13:44:08.107,1594053848107
0.717,06/07/2020 13:44:08.607,1594053848607
0.726,06/07/2020 13:44:09.107,1594053849107
0.723,06/07/2020 13:44:09.607,1594053849607
0.723,06/07/2020 13:44:10.107,1594053850107
0.740,06/07/2020 13:44:10.607,1594053850607
0.739,06/07/2020 13:44:11.107,1594053851107
0.727,06/07/2020 13:44:11.607,1594053851607
0.732,06/07/2020 13:44:12.107,1594053852107
0.731,06/07/2020 13:44:12.607,1594053852607
0.719,06/07/2020 13:44:13.108,1594053853108
0.721,06/07/2020 13:44:13.608,1594053853608
1.595,06/07/2020 13:44:14.108,1594053854108
1.571,06/07/2020 13:44:14.608,1594053854608
1.558,06/07/2020 13:44:15.108,1594053855108
1.537,06/07/2020 13:44:15.608,1594053855608
1.555,06/07/2020 13:44:16.108,1594053856108
2.194,06/07/2020 13:44:16.608,1594053856608
2.890,06/07/2020 13:44:17.108,1594053857108
2.887,06/07/2020 13:44:17.608,1594053857608
2.883,06/07/2020 13:44:18.108,1594053858108
2.885,06/07/2020 13:44:18.609,1594053858609
2.889,06/07/2020 13:44:19.109,1594053859109
2.888,06/07/2020 13:44:19.609,1594053859609
2.886,06/07/2020 13:44:20.109,1594053860109
2.899,06/07/2020 13:44:20.609,1594053860609
2.883,06/07/2020 13:44:21.109,1594053861109
2.878,06/07/2020 13:44:21.609,1594053861609
2.875,06/07/2020 13:44:22.109,1594053862109
2.867,06/07/2020 13:44:22.609,1594053862609
2.866,06/07/2020 13:44:23.109,1594053863109
2.844,06/07/2020 13:44:23.609,1594053863609
2.844,06/07/2020 13:44:24.109,1594053864109
2.838,06/07/2020 13:44:24.610,1594053864610
2.839,06/07/2020 13:44:25.110,1594053865110
2.851,06/07/2020 13:44:25.610,1594053865610
2.859,06/07/2020 13:44:26.110,1594053866110
2.856,06/07/2020 13:44:26.610,1594053866610
2.865,06/07/2020 13:44:27.110,1594053867110
2.859,06/07/2020 13:44:27.610,1594053867610
2.880,06/07/2020 13:44:28.110,1594053868110
2.875,06/07/2020 13:44:28.610,1594053868610
2.838,06/07/2020 13:44:29.110,1594053869110
2.851,06/07/2020 13:44:29.610,1594053869610
2.859,06/07/2020 13:44:30.111,1594053870111
2.843,06/07/2020 13:44:30.611,1594053870611
2.858,06/07/2020 13:44:31.111,1594053871111
2.859,06/07/2020 13:44:31.611,1594053871611
2.855,06/07/2020 13:44:32.111,1594053872111
2.862,06/07/2020 13:44:32.611,1594053872611
2.864,06/07/2020 13:44:33.111,1594053873111
2.852,06/07/2020 13:44:33.611,1594053873611
2.850,06/07/2020 13:44:34.111,1594053874111
2.846,06/07/2020 13:44:34.611,1594053874611
2.849,06/07/2020 13:44:35.111,1594053875111
2.834,06/07/2020 13:44:35.611,1594053875611
2.825,06/07/2020 13:44:36.112,1594053876112
2.823,06/07/2020 13:44:36.612,1594053876612
2.841,06/07/2020 13:44:37.112,1594053877112
2.816,06/07/2020 13:44:37.612,1594053877612
2.827,06/07/2020 13:44:38.112,1594053878112
2.841,06/07/2020 13:44:38.612,1594053878612
2.847,06/07/2020 13:44:39.112,1594053879112
2.868,06/07/2020 13:44:39.612,1594053879612
2.853,06/07/2020 13:44:40.112,1594053880112
2.836,06/07/2020 13:44:40.612,1594053880612
2.841,06/07/2020 13:44:41.112,1594053881112
2.839,06/07/2020 13:44:41.613,1594053881613
2.827,06/07/2020 13:44:42.113,1594053882113
2.833,06/07/2020 13:44:42.613,1594053882613
2.794,06/07/2020 13:44:43.113,1594053883113
2.790,06/07/2020 13:44:43.613,1594053883613
2.800,06/07/2020 13:44:44.113,1594053884113
2.796,06/07/2020 13:44:44.613,1594053884613
2.815,06/07/2020 13:44:45.113,1594053885113
2.821,06/07/2020 13:44:45.613,1594053885613
