ValoresRms,TimeStamp,EPOCH,ClasseAparelho
0.441,11/07/2020 10:55:29.426,1594475729426,0
0.447,11/07/2020 10:55:29.925,1594475729925,0
0.442,11/07/2020 10:55:30.425,1594475730425,0
0.438,11/07/2020 10:55:30.924,1594475730924,0
0.442,11/07/2020 10:55:31.423,1594475731423,0
0.446,11/07/2020 10:55:31.923,1594475731923,0
0.446,11/07/2020 10:55:32.422,1594475732422,0
0.445,11/07/2020 10:55:32.922,1594475732922,0
0.442,11/07/2020 10:55:33.421,1594475733421,0
0.445,11/07/2020 10:55:33.920,1594475733920,0
0.443,11/07/2020 10:55:34.420,1594475734420,0
0.445,11/07/2020 10:55:34.919,1594475734919,0
0.450,11/07/2020 10:55:35.419,1594475735419,0
0.443,11/07/2020 10:55:35.918,1594475735918,0
0.442,11/07/2020 10:55:36.417,1594475736417,0
0.445,11/07/2020 10:55:36.917,1594475736917,0
0.444,11/07/2020 10:55:37.416,1594475737416,0
0.441,11/07/2020 10:55:37.916,1594475737916,0
0.443,11/07/2020 10:55:38.415,1594475738415,0
0.441,11/07/2020 10:55:38.914,1594475738914,0
0.442,11/07/2020 10:55:39.414,1594475739414,0
0.453,11/07/2020 10:55:39.913,1594475739913,0
0.444,11/07/2020 10:55:40.413,1594475740413,0
0.445,11/07/2020 10:55:40.912,1594475740912,0
0.446,11/07/2020 10:55:41.411,1594475741411,0
0.445,11/07/2020 10:55:41.911,1594475741911,0
0.445,11/07/2020 10:55:42.410,1594475742410,0
0.443,11/07/2020 10:55:42.910,1594475742910,0
0.449,11/07/2020 10:55:43.409,1594475743409,0
0.437,11/07/2020 10:55:43.908,1594475743908,0
0.448,11/07/2020 10:55:44.408,1594475744408,0
0.447,11/07/2020 10:55:44.907,1594475744907,0
0.445,11/07/2020 10:55:45.407,1594475745407,0
0.447,11/07/2020 10:55:45.906,1594475745906,0
0.448,11/07/2020 10:55:46.405,1594475746405,0
0.446,11/07/2020 10:55:46.905,1594475746905,0
0.443,11/07/2020 10:55:47.404,1594475747404,0
0.445,11/07/2020 10:55:47.904,1594475747904,0
0.453,11/07/2020 10:55:48.403,1594475748403,0
0.442,11/07/2020 10:55:48.902,1594475748902,0
0.446,11/07/2020 10:55:49.402,1594475749402,0
0.447,11/07/2020 10:55:49.901,1594475749901,0
0.447,11/07/2020 10:55:50.401,1594475750401,0
0.156,11/07/2020 10:55:50.900,1594475750900,0
0.161,11/07/2020 10:55:51.399,1594475751399,0
0.160,11/07/2020 10:55:51.899,1594475751899,0
0.152,11/07/2020 10:55:52.398,1594475752398,0
0.159,11/07/2020 10:55:52.898,1594475752898,0
0.162,11/07/2020 10:55:53.397,1594475753397,0
0.158,11/07/2020 10:55:53.896,1594475753896,0
0.158,11/07/2020 10:55:54.396,1594475754396,0
0.158,11/07/2020 10:55:54.895,1594475754895,0
0.161,11/07/2020 10:55:55.395,1594475755395,0
0.162,11/07/2020 10:55:55.894,1594475755894,0
0.163,11/07/2020 10:55:56.393,1594475756393,0
0.165,11/07/2020 10:55:56.893,1594475756893,0
0.160,11/07/2020 10:55:57.392,1594475757392,0
0.161,11/07/2020 10:55:57.892,1594475757892,0
0.162,11/07/2020 10:55:58.391,1594475758391,0
0.158,11/07/2020 10:55:58.890,1594475758890,0
0.165,11/07/2020 10:55:59.390,1594475759390,0
0.162,11/07/2020 10:55:59.889,1594475759889,0
0.161,11/07/2020 10:56:00.389,1594475760389,0
0.159,11/07/2020 10:56:00.888,1594475760888,0
0.156,11/07/2020 10:56:01.387,1594475761387,0
0.163,11/07/2020 10:56:01.887,1594475761887,0
0.163,11/07/2020 10:56:02.386,1594475762386,0
0.162,11/07/2020 10:56:02.886,1594475762886,0
0.161,11/07/2020 10:56:03.385,1594475763385,0
0.162,11/07/2020 10:56:03.884,1594475763884,0
0.159,11/07/2020 10:56:04.384,1594475764384,0
0.164,11/07/2020 10:56:04.883,1594475764883,0
0.164,11/07/2020 10:56:05.382,1594475765382,0
0.154,11/07/2020 10:56:05.882,1594475765882,0
