RMS,TimeStamp,EPOCH
0.587,10/08/2020 16:55:28.244,1597089328244
0.665,10/08/2020 16:55:28.744,1597089328744
0.639,10/08/2020 16:55:29.245,1597089329245
0.675,10/08/2020 16:55:29.746,1597089329746
0.668,10/08/2020 16:55:30.246,1597089330246
0.640,10/08/2020 16:55:30.747,1597089330747
0.633,10/08/2020 16:55:31.247,1597089331247
0.639,10/08/2020 16:55:31.748,1597089331748
0.628,10/08/2020 16:55:32.248,1597089332248
0.642,10/08/2020 16:55:32.749,1597089332749
0.588,10/08/2020 16:55:33.249,1597089333249
0.590,10/08/2020 16:55:33.750,1597089333750
0.592,10/08/2020 16:55:34.251,1597089334251
0.583,10/08/2020 16:55:34.751,1597089334751
0.581,10/08/2020 16:55:35.252,1597089335252
0.625,10/08/2020 16:55:35.752,1597089335752
0.586,10/08/2020 16:55:36.253,1597089336253
0.584,10/08/2020 16:55:36.753,1597089336753
0.597,10/08/2020 16:55:37.254,1597089337254
0.585,10/08/2020 16:55:37.755,1597089337755
0.590,10/08/2020 16:55:38.255,1597089338255
0.590,10/08/2020 16:55:38.756,1597089338756
0.585,10/08/2020 16:55:39.256,1597089339256
0.588,10/08/2020 16:55:39.757,1597089339757
0.589,10/08/2020 16:55:40.257,1597089340257
0.593,10/08/2020 16:55:40.758,1597089340758
0.590,10/08/2020 16:55:41.259,1597089341259
0.602,10/08/2020 16:55:41.759,1597089341759
0.595,10/08/2020 16:55:42.260,1597089342260
0.590,10/08/2020 16:55:42.760,1597089342760
0.591,10/08/2020 16:55:43.261,1597089343261
0.596,10/08/2020 16:55:43.761,1597089343761
0.589,10/08/2020 16:55:44.262,1597089344262
0.583,10/08/2020 16:55:44.762,1597089344762
0.588,10/08/2020 16:55:45.263,1597089345263
0.592,10/08/2020 16:55:45.764,1597089345764
0.599,10/08/2020 16:55:46.264,1597089346264
0.658,10/08/2020 16:55:46.765,1597089346765
0.617,10/08/2020 16:55:47.265,1597089347265
0.605,10/08/2020 16:55:47.766,1597089347766
0.615,10/08/2020 16:55:48.266,1597089348266
0.613,10/08/2020 16:55:48.767,1597089348767
0.605,10/08/2020 16:55:49.268,1597089349268
0.599,10/08/2020 16:55:49.768,1597089349768
0.602,10/08/2020 16:55:50.269,1597089350269
0.606,10/08/2020 16:55:50.769,1597089350769
0.609,10/08/2020 16:55:51.270,1597089351270
0.604,10/08/2020 16:55:51.770,1597089351770
0.595,10/08/2020 16:55:52.271,1597089352271
0.598,10/08/2020 16:55:52.772,1597089352772
0.600,10/08/2020 16:55:53.272,1597089353272
0.600,10/08/2020 16:55:53.773,1597089353773
0.612,10/08/2020 16:55:54.273,1597089354273
0.601,10/08/2020 16:55:54.774,1597089354774
0.636,10/08/2020 16:55:55.274,1597089355274
0.609,10/08/2020 16:55:55.775,1597089355775
0.602,10/08/2020 16:55:56.275,1597089356275
0.601,10/08/2020 16:55:56.776,1597089356776
0.598,10/08/2020 16:55:57.277,1597089357277
0.605,10/08/2020 16:55:57.777,1597089357777
0.604,10/08/2020 16:55:58.278,1597089358278
0.598,10/08/2020 16:55:58.778,1597089358778
0.601,10/08/2020 16:55:59.279,1597089359279
0.603,10/08/2020 16:55:59.779,1597089359779
0.602,10/08/2020 16:56:00.280,1597089360280
0.603,10/08/2020 16:56:00.781,1597089360781
0.598,10/08/2020 16:56:01.281,1597089361281
0.601,10/08/2020 16:56:01.782,1597089361782
0.605,10/08/2020 16:56:02.282,1597089362282
0.616,10/08/2020 16:56:02.783,1597089362783
0.603,10/08/2020 16:56:03.283,1597089363283
0.599,10/08/2020 16:56:03.784,1597089363784
0.605,10/08/2020 16:56:04.285,1597089364285
0.603,10/08/2020 16:56:04.785,1597089364785
0.602,10/08/2020 16:56:05.286,1597089365286
0.603,10/08/2020 16:56:05.786,1597089365786
0.603,10/08/2020 16:56:06.287,1597089366287
0.608,10/08/2020 16:56:06.787,1597089366787
0.598,10/08/2020 16:56:07.288,1597089367288
0.601,10/08/2020 16:56:07.788,1597089367788
0.610,10/08/2020 16:56:08.289,1597089368289
0.617,10/08/2020 16:56:08.790,1597089368790
0.609,10/08/2020 16:56:09.290,1597089369290
0.607,10/08/2020 16:56:09.791,1597089369791
0.607,10/08/2020 16:56:10.291,1597089370291
0.609,10/08/2020 16:56:10.792,1597089370792
0.611,10/08/2020 16:56:11.292,1597089371292
0.618,10/08/2020 16:56:11.793,1597089371793
0.651,10/08/2020 16:56:12.294,1597089372294
0.612,10/08/2020 16:56:12.794,1597089372794
0.622,10/08/2020 16:56:13.295,1597089373295
0.608,10/08/2020 16:56:13.795,1597089373795
0.610,10/08/2020 16:56:14.296,1597089374296
0.616,10/08/2020 16:56:14.796,1597089374796
0.617,10/08/2020 16:56:15.297,1597089375297
0.615,10/08/2020 16:56:15.798,1597089375798
0.606,10/08/2020 16:56:16.298,1597089376298
0.606,10/08/2020 16:56:16.799,1597089376799
0.609,10/08/2020 16:56:17.299,1597089377299
0.620,10/08/2020 16:56:17.800,1597089377800
0.612,10/08/2020 16:56:18.300,1597089378300
0.609,10/08/2020 16:56:18.801,1597089378801
0.614,10/08/2020 16:56:19.302,1597089379302
0.636,10/08/2020 16:56:19.802,1597089379802
0.607,10/08/2020 16:56:20.303,1597089380303
0.618,10/08/2020 16:56:20.803,1597089380803
0.618,10/08/2020 16:56:21.304,1597089381304
0.611,10/08/2020 16:56:21.804,1597089381804
0.650,10/08/2020 16:56:22.305,1597089382305
0.615,10/08/2020 16:56:22.805,1597089382805
0.616,10/08/2020 16:56:23.306,1597089383306
0.612,10/08/2020 16:56:23.807,1597089383807
0.621,10/08/2020 16:56:24.307,1597089384307
0.611,10/08/2020 16:56:24.808,1597089384808
0.612,10/08/2020 16:56:25.308,1597089385308
0.609,10/08/2020 16:56:25.809,1597089385809
0.616,10/08/2020 16:56:26.309,1597089386309
0.668,10/08/2020 16:56:26.810,1597089386810
0.613,10/08/2020 16:56:27.311,1597089387311
0.618,10/08/2020 16:56:27.811,1597089387811
0.624,10/08/2020 16:56:28.312,1597089388312
0.608,10/08/2020 16:56:28.812,1597089388812
0.612,10/08/2020 16:56:29.313,1597089389313
