RMS,TimeStamp,EPOCH
0.935,10/08/2020 21:42:11.684,1597106531684
0.875,10/08/2020 21:42:12.185,1597106532185
0.971,10/08/2020 21:42:12.685,1597106532685
0.949,10/08/2020 21:42:13.186,1597106533186
0.927,10/08/2020 21:42:13.687,1597106533687
0.930,10/08/2020 21:42:14.187,1597106534187
0.921,10/08/2020 21:42:14.688,1597106534688
0.941,10/08/2020 21:42:15.188,1597106535188
0.911,10/08/2020 21:42:15.689,1597106535689
0.971,10/08/2020 21:42:16.189,1597106536189
0.942,10/08/2020 21:42:16.690,1597106536690
0.944,10/08/2020 21:42:17.190,1597106537190
0.952,10/08/2020 21:42:17.691,1597106537691
0.952,10/08/2020 21:42:18.192,1597106538192
0.960,10/08/2020 21:42:18.692,1597106538692
0.938,10/08/2020 21:42:19.193,1597106539193
0.953,10/08/2020 21:42:19.693,1597106539693
0.947,10/08/2020 21:42:20.194,1597106540194
0.948,10/08/2020 21:42:20.694,1597106540694
0.947,10/08/2020 21:42:21.195,1597106541195
0.944,10/08/2020 21:42:21.696,1597106541696
0.939,10/08/2020 21:42:22.196,1597106542196
0.944,10/08/2020 21:42:22.697,1597106542697
0.968,10/08/2020 21:42:23.197,1597106543197
0.942,10/08/2020 21:42:23.698,1597106543698
0.958,10/08/2020 21:42:24.198,1597106544198
0.949,10/08/2020 21:42:24.699,1597106544699
0.956,10/08/2020 21:42:25.200,1597106545200
0.949,10/08/2020 21:42:25.700,1597106545700
0.966,10/08/2020 21:42:26.201,1597106546201
0.945,10/08/2020 21:42:26.701,1597106546701
0.946,10/08/2020 21:42:27.202,1597106547202
0.951,10/08/2020 21:42:27.702,1597106547702
0.945,10/08/2020 21:42:28.203,1597106548203
0.941,10/08/2020 21:42:28.703,1597106548703
0.933,10/08/2020 21:42:29.204,1597106549204
0.933,10/08/2020 21:42:29.705,1597106549705
0.957,10/08/2020 21:42:30.205,1597106550205
0.937,10/08/2020 21:42:30.706,1597106550706
0.935,10/08/2020 21:42:31.206,1597106551206
0.935,10/08/2020 21:42:31.707,1597106551707
0.941,10/08/2020 21:42:32.207,1597106552207
0.933,10/08/2020 21:42:32.708,1597106552708
0.935,10/08/2020 21:42:33.209,1597106553209
0.931,10/08/2020 21:42:33.709,1597106553709
0.930,10/08/2020 21:42:34.210,1597106554210
0.938,10/08/2020 21:42:34.710,1597106554710
0.927,10/08/2020 21:42:35.211,1597106555211
0.931,10/08/2020 21:42:35.711,1597106555711
0.928,10/08/2020 21:42:36.212,1597106556212
0.868,10/08/2020 21:42:36.713,1597106556713
0.944,10/08/2020 21:42:37.213,1597106557213
0.941,10/08/2020 21:42:37.714,1597106557714
0.954,10/08/2020 21:42:38.214,1597106558214
0.948,10/08/2020 21:42:38.715,1597106558715
0.952,10/08/2020 21:42:39.215,1597106559215
0.936,10/08/2020 21:42:39.716,1597106559716
0.944,10/08/2020 21:42:40.217,1597106560217
0.940,10/08/2020 21:42:40.717,1597106560717
0.934,10/08/2020 21:42:41.218,1597106561218
0.937,10/08/2020 21:42:41.718,1597106561718
0.938,10/08/2020 21:42:42.219,1597106562219
0.930,10/08/2020 21:42:42.719,1597106562719
0.921,10/08/2020 21:42:43.220,1597106563220
0.939,10/08/2020 21:42:43.720,1597106563720
0.950,10/08/2020 21:42:44.221,1597106564221
0.941,10/08/2020 21:42:44.722,1597106564722
0.935,10/08/2020 21:42:45.222,1597106565222
0.942,10/08/2020 21:42:45.723,1597106565723
0.939,10/08/2020 21:42:46.223,1597106566223
0.941,10/08/2020 21:42:46.724,1597106566724
0.944,10/08/2020 21:42:47.224,1597106567224
0.934,10/08/2020 21:42:47.725,1597106567725
0.937,10/08/2020 21:42:48.226,1597106568226
0.937,10/08/2020 21:42:48.726,1597106568726
0.943,10/08/2020 21:42:49.227,1597106569227
0.933,10/08/2020 21:42:49.727,1597106569727
0.935,10/08/2020 21:42:50.228,1597106570228
0.930,10/08/2020 21:42:50.728,1597106570728
0.933,10/08/2020 21:42:51.229,1597106571229
0.932,10/08/2020 21:42:51.730,1597106571730
0.935,10/08/2020 21:42:52.230,1597106572230
0.932,10/08/2020 21:42:52.731,1597106572731
0.935,10/08/2020 21:42:53.231,1597106573231
0.932,10/08/2020 21:42:53.732,1597106573732
0.941,10/08/2020 21:42:54.232,1597106574232
0.935,10/08/2020 21:42:54.733,1597106574733
0.937,10/08/2020 21:42:55.233,1597106575233
0.944,10/08/2020 21:42:55.734,1597106575734
0.929,10/08/2020 21:42:56.235,1597106576235
0.918,10/08/2020 21:42:56.735,1597106576735
0.920,10/08/2020 21:42:57.236,1597106577236
0.919,10/08/2020 21:42:57.736,1597106577736
0.935,10/08/2020 21:42:58.237,1597106578237
0.944,10/08/2020 21:42:58.737,1597106578737
0.936,10/08/2020 21:42:59.238,1597106579238
0.927,10/08/2020 21:42:59.739,1597106579739
0.936,10/08/2020 21:43:00.239,1597106580239
0.933,10/08/2020 21:43:00.740,1597106580740
0.938,10/08/2020 21:43:01.240,1597106581240
0.926,10/08/2020 21:43:01.741,1597106581741
0.929,10/08/2020 21:43:02.241,1597106582241
0.925,10/08/2020 21:43:02.742,1597106582742
0.922,10/08/2020 21:43:03.243,1597106583243
0.934,10/08/2020 21:43:03.743,1597106583743
0.942,10/08/2020 21:43:04.244,1597106584244
0.930,10/08/2020 21:43:04.744,1597106584744
0.924,10/08/2020 21:43:05.245,1597106585245
0.936,10/08/2020 21:43:05.745,1597106585745
0.926,10/08/2020 21:43:06.246,1597106586246
0.923,10/08/2020 21:43:06.746,1597106586746
0.930,10/08/2020 21:43:07.247,1597106587247
0.941,10/08/2020 21:43:07.748,1597106587748
0.940,10/08/2020 21:43:08.248,1597106588248
0.936,10/08/2020 21:43:08.749,1597106588749
0.933,10/08/2020 21:43:09.249,1597106589249
0.940,10/08/2020 21:43:09.750,1597106589750
0.937,10/08/2020 21:43:10.250,1597106590250
0.938,10/08/2020 21:43:10.751,1597106590751
0.936,10/08/2020 21:43:11.252,1597106591252
0.932,10/08/2020 21:43:11.752,1597106591752
0.937,10/08/2020 21:43:12.253,1597106592253
0.949,10/08/2020 21:43:12.753,1597106592753
0.941,10/08/2020 21:43:13.254,1597106593254
0.940,10/08/2020 21:43:13.754,1597106593754
0.940,10/08/2020 21:43:14.255,1597106594255
0.947,10/08/2020 21:43:14.756,1597106594756
0.938,10/08/2020 21:43:15.256,1597106595256
0.938,10/08/2020 21:43:15.757,1597106595757
0.948,10/08/2020 21:43:16.257,1597106596257
0.891,10/08/2020 21:43:16.758,1597106596758
0.872,10/08/2020 21:43:17.258,1597106597258
0.876,10/08/2020 21:43:17.759,1597106597759
0.880,10/08/2020 21:43:18.259,1597106598259
0.887,10/08/2020 21:43:18.760,1597106598760
0.868,10/08/2020 21:43:19.261,1597106599261
0.874,10/08/2020 21:43:19.761,1597106599761
0.867,10/08/2020 21:43:20.262,1597106600262
0.868,10/08/2020 21:43:20.762,1597106600762
0.868,10/08/2020 21:43:21.263,1597106601263
0.878,10/08/2020 21:43:21.763,1597106601763
0.875,10/08/2020 21:43:22.264,1597106602264
0.866,10/08/2020 21:43:22.765,1597106602765
0.869,10/08/2020 21:43:23.265,1597106603265
0.874,10/08/2020 21:43:23.766,1597106603766
0.881,10/08/2020 21:43:24.266,1597106604266
0.867,10/08/2020 21:43:24.767,1597106604767
0.885,10/08/2020 21:43:25.267,1597106605267
0.886,10/08/2020 21:43:25.768,1597106605768
0.879,10/08/2020 21:43:26.269,1597106606269
0.869,10/08/2020 21:43:26.769,1597106606769
0.878,10/08/2020 21:43:27.270,1597106607270
0.880,10/08/2020 21:43:27.770,1597106607770
0.881,10/08/2020 21:43:28.271,1597106608271
0.874,10/08/2020 21:43:28.771,1597106608771
0.869,10/08/2020 21:43:29.272,1597106609272
0.868,10/08/2020 21:43:29.773,1597106609773
0.884,10/08/2020 21:43:30.273,1597106610273
0.877,10/08/2020 21:43:30.774,1597106610774
0.874,10/08/2020 21:43:31.274,1597106611274
0.892,10/08/2020 21:43:31.775,1597106611775
0.883,10/08/2020 21:43:32.275,1597106612275
0.881,10/08/2020 21:43:32.776,1597106612776
0.877,10/08/2020 21:43:33.276,1597106613276
0.881,10/08/2020 21:43:33.777,1597106613777
0.890,10/08/2020 21:43:34.278,1597106614278
0.879,10/08/2020 21:43:34.778,1597106614778
0.873,10/08/2020 21:43:35.279,1597106615279
0.891,10/08/2020 21:43:35.779,1597106615779
0.873,10/08/2020 21:43:36.280,1597106616280
0.871,10/08/2020 21:43:36.780,1597106616780
0.930,10/08/2020 21:43:37.281,1597106617281
0.924,10/08/2020 21:43:37.782,1597106617782
0.932,10/08/2020 21:43:38.282,1597106618282
0.925,10/08/2020 21:43:38.783,1597106618783
0.949,10/08/2020 21:43:39.283,1597106619283
0.946,10/08/2020 21:43:39.784,1597106619784
0.951,10/08/2020 21:43:40.284,1597106620284
0.942,10/08/2020 21:43:40.785,1597106620785
0.947,10/08/2020 21:43:41.286,1597106621286
0.951,10/08/2020 21:43:41.786,1597106621786
0.956,10/08/2020 21:43:42.287,1597106622287
0.967,10/08/2020 21:43:42.787,1597106622787
