ValoresRms,TimeStamp,EPOCH,ClasseAparelho
0.734,10/07/2020 13:07:36.206,1594397256206,0
0.715,10/07/2020 13:07:36.705,1594397256705,0
0.735,10/07/2020 13:07:37.203,1594397257203,0
0.827,10/07/2020 13:07:37.702,1594397257702,0
1.578,10/07/2020 13:07:38.201,1594397258201,1
1.567,10/07/2020 13:07:38.699,1594397258699,1
1.568,10/07/2020 13:07:39.198,1594397259198,1
1.605,10/07/2020 13:07:39.697,1594397259697,1
2.424,10/07/2020 13:07:40.195,1594397260195,1
2.857,10/07/2020 13:07:40.694,1594397260694,0
2.894,10/07/2020 13:07:41.193,1594397261193,0
2.869,10/07/2020 13:07:41.691,1594397261691,0
2.865,10/07/2020 13:07:42.190,1594397262190,0

2.808,10/07/2020 13:08:15.599,1594397295599,0
2.831,10/07/2020 13:08:16.098,1594397296098,0
2.827,10/07/2020 13:08:16.597,1594397296597,0
2.819,10/07/2020 13:08:17.095,1594397297095,0
0.798,10/07/2020 13:08:17.594,1594397297594,2
0.697,10/07/2020 13:08:18.092,1594397298092,0
0.706,10/07/2020 13:08:18.591,1594397298591,0
0.685,10/07/2020 13:08:19.090,1594397299090,0
0.696,10/07/2020 13:08:19.588,1594397299588,0
