ValoresRms,Tempo,TimeStamp,ClasseAparelho
0.734,02/07/2020 14:17:49.823,1593710269823,0
0.710,02/07/2020 14:17:50.323,1593710270323,0
0.713,02/07/2020 14:17:50.823,1593710270823,0
0.714,02/07/2020 14:17:51.323,1593710271323,0
0.721,02/07/2020 14:17:51.823,1593710271823,0
0.710,02/07/2020 14:17:52.323,1593710272323,0
0.715,02/07/2020 14:17:52.823,1593710272823,0
0.729,02/07/2020 14:17:53.323,1593710273323,0
0.721,02/07/2020 14:17:53.823,1593710273823,0
0.710,02/07/2020 14:17:54.323,1593710274323,0
0.733,02/07/2020 14:17:54.823,1593710274823,0
0.716,02/07/2020 14:17:55.323,1593710275323,0
0.721,02/07/2020 14:17:55.823,1593710275823,0
0.718,02/07/2020 14:17:56.323,1593710276323,0
0.722,02/07/2020 14:17:56.823,1593710276823,0
0.718,02/07/2020 14:17:57.323,1593710277323,0
0.712,02/07/2020 14:17:57.823,1593710277823,0
0.727,02/07/2020 14:17:58.323,1593710278323,0
0.707,02/07/2020 14:17:58.823,1593710278823,0
0.715,02/07/2020 14:17:59.323,1593710279323,0
0.715,02/07/2020 14:17:59.823,1593710279823,0
0.715,02/07/2020 14:18:00.323,1593710280323,0
0.725,02/07/2020 14:18:00.823,1593710280823,0
0.722,02/07/2020 14:18:01.323,1593710281323,0
0.718,02/07/2020 14:18:01.823,1593710281823,0
0.715,02/07/2020 14:18:02.323,1593710282323,0
0.722,02/07/2020 14:18:02.823,1593710282823,0
0.716,02/07/2020 14:18:03.323,1593710283323,0
0.717,02/07/2020 14:18:03.823,1593710283823,0
0.711,02/07/2020 14:18:04.323,1593710284323,0
0.717,02/07/2020 14:18:04.823,1593710284823,0
0.710,02/07/2020 14:18:05.323,1593710285323,0
0.716,02/07/2020 14:18:05.823,1593710285823,0
0.710,02/07/2020 14:18:06.323,1593710286323,0
0.719,02/07/2020 14:18:06.823,1593710286823,0
0.700,02/07/2020 14:18:07.323,1593710287323,0
0.712,02/07/2020 14:18:07.823,1593710287823,0
0.722,02/07/2020 14:18:08.323,1593710288323,0
0.722,02/07/2020 14:18:08.823,1593710288823,0
0.713,02/07/2020 14:18:09.323,1593710289323,0
0.717,02/07/2020 14:18:09.823,1593710289823,0
0.718,02/07/2020 14:18:10.323,1593710290323,0
0.721,02/07/2020 14:18:10.823,1593710290823,0
0.735,02/07/2020 14:18:11.323,1593710291323,0
0.717,02/07/2020 14:18:11.823,1593710291823,0
0.714,02/07/2020 14:18:12.323,1593710292323,0
0.717,02/07/2020 14:18:12.823,1593710292823,0
0.718,02/07/2020 14:18:13.323,1593710293323,0
0.720,02/07/2020 14:18:13.823,1593710293823,0
0.715,02/07/2020 14:18:14.323,1593710294323,0
0.722,02/07/2020 14:18:14.823,1593710294823,0
0.710,02/07/2020 14:18:15.323,1593710295323,0
0.709,02/07/2020 14:18:15.823,1593710295823,0
0.703,02/07/2020 14:18:16.323,1593710296323,0
0.720,02/07/2020 14:18:16.823,1593710296823,0
0.722,02/07/2020 14:18:17.323,1593710297323,0
0.719,02/07/2020 14:18:17.823,1593710297823,0
0.716,02/07/2020 14:18:18.323,1593710298323,0
0.711,02/07/2020 14:18:18.823,1593710298823,0
0.713,02/07/2020 14:18:19.323,1593710299323,0
0.723,02/07/2020 14:18:19.823,1593710299823,0
0.716,02/07/2020 14:18:20.323,1593710300323,0
0.725,02/07/2020 14:18:20.823,1593710300823,0
0.712,02/07/2020 14:18:21.323,1593710301323,0
0.715,02/07/2020 14:18:21.823,1593710301823,0
0.716,02/07/2020 14:18:22.323,1593710302323,0
0.714,02/07/2020 14:18:22.823,1593710302823,0
0.712,02/07/2020 14:18:23.323,1593710303323,0
0.704,02/07/2020 14:18:23.823,1593710303823,0
0.714,02/07/2020 14:18:24.323,1593710304323,0
0.713,02/07/2020 14:18:24.823,1593710304823,0
0.718,02/07/2020 14:18:25.323,1593710305323,0
0.713,02/07/2020 14:18:25.823,1593710305823,0
0.719,02/07/2020 14:18:26.323,1593710306323,0
0.713,02/07/2020 14:18:26.823,1593710306823,0
0.711,02/07/2020 14:18:27.323,1593710307323,0
0.714,02/07/2020 14:18:27.823,1593710307823,0
0.727,02/07/2020 14:18:28.323,1593710308323,0
0.712,02/07/2020 14:18:28.823,1593710308823,0
0.711,02/07/2020 14:18:29.323,1593710309323,0
0.708,02/07/2020 14:18:29.823,1593710309823,0
0.709,02/07/2020 14:18:30.323,1593710310323,0
0.713,02/07/2020 14:18:30.823,1593710310823,0
0.712,02/07/2020 14:18:31.323,1593710311323,0
0.711,02/07/2020 14:18:31.823,1593710311823,0
0.709,02/07/2020 14:18:32.323,1593710312323,0
0.726,02/07/2020 14:18:32.823,1593710312823,0
0.716,02/07/2020 14:18:33.323,1593710313323,0
0.722,02/07/2020 14:18:33.823,1593710313823,0
0.709,02/07/2020 14:18:34.323,1593710314323,0
0.717,02/07/2020 14:18:34.823,1593710314823,0
0.712,02/07/2020 14:18:35.323,1593710315323,0
0.713,02/07/2020 14:18:35.823,1593710315823,0
0.715,02/07/2020 14:18:36.323,1593710316323,0
0.728,02/07/2020 14:18:36.823,1593710316823,0
0.717,02/07/2020 14:18:37.323,1593710317323,0
0.712,02/07/2020 14:18:37.823,1593710317823,0
0.715,02/07/2020 14:18:38.323,1593710318323,0
0.715,02/07/2020 14:18:38.823,1593710318823,0
0.715,02/07/2020 14:18:39.323,1593710319323,0
0.722,02/07/2020 14:18:39.823,1593710319823,0
0.715,02/07/2020 14:18:40.323,1593710320323,0
0.718,02/07/2020 14:18:40.823,1593710320823,0
0.732,02/07/2020 14:18:41.323,1593710321323,0
0.719,02/07/2020 14:18:41.823,1593710321823,0
0.717,02/07/2020 14:18:42.323,1593710322323,0
0.713,02/07/2020 14:18:42.823,1593710322823,0
0.710,02/07/2020 14:18:43.323,1593710323323,0
0.713,02/07/2020 14:18:43.823,1593710323823,0
0.711,02/07/2020 14:18:44.323,1593710324323,0
0.716,02/07/2020 14:18:44.823,1593710324823,0
0.717,02/07/2020 14:18:45.323,1593710325323,0
0.709,02/07/2020 14:18:45.823,1593710325823,0
0.713,02/07/2020 14:18:46.323,1593710326323,0
0.707,02/07/2020 14:18:46.823,1593710326823,0
0.711,02/07/2020 14:18:47.323,1593710327323,0
0.713,02/07/2020 14:18:47.823,1593710327823,0
0.712,02/07/2020 14:18:48.323,1593710328323,0
0.713,02/07/2020 14:18:48.823,1593710328823,0
0.709,02/07/2020 14:18:49.323,1593710329323,0
0.722,02/07/2020 14:18:49.823,1593710329823,0
0.712,02/07/2020 14:18:50.323,1593710330323,0
0.718,02/07/2020 14:18:50.823,1593710330823,0
0.714,02/07/2020 14:18:51.323,1593710331323,0
0.716,02/07/2020 14:18:51.823,1593710331823,0
0.717,02/07/2020 14:18:52.323,1593710332323,0
0.501,02/07/2020 14:18:52.823,1593710332823,0
0.495,02/07/2020 14:18:53.323,1593710333323,0
0.521,02/07/2020 14:18:53.823,1593710333823,0
0.555,02/07/2020 14:18:54.323,1593710334323,0
0.605,02/07/2020 14:18:54.823,1593710334823,0
0.641,02/07/2020 14:18:55.323,1593710335323,0
0.705,02/07/2020 14:18:55.823,1593710335823,0
0.717,02/07/2020 14:18:56.323,1593710336323,0
0.683,02/07/2020 14:18:56.823,1593710336823,0
0.682,02/07/2020 14:18:57.323,1593710337323,0
0.645,02/07/2020 14:18:57.823,1593710337823,0
0.696,02/07/2020 14:18:58.323,1593710338323,0
0.677,02/07/2020 14:18:58.823,1593710338823,0
0.629,02/07/2020 14:18:59.323,1593710339323,0
0.700,02/07/2020 14:18:59.823,1593710339823,0
0.619,02/07/2020 14:19:00.323,1593710340323,0
0.651,02/07/2020 14:19:00.823,1593710340823,0
0.668,02/07/2020 14:19:01.323,1593710341323,0
0.683,02/07/2020 14:19:01.823,1593710341823,0
0.613,02/07/2020 14:19:02.323,1593710342323,0
0.626,02/07/2020 14:19:02.823,1593710342823,0
0.627,02/07/2020 14:19:03.323,1593710343323,0
0.604,02/07/2020 14:19:03.823,1593710343823,0
0.632,02/07/2020 14:19:04.323,1593710344323,0
0.629,02/07/2020 14:19:04.823,1593710344823,0
0.635,02/07/2020 14:19:05.323,1593710345323,0
0.658,02/07/2020 14:19:05.823,1593710345823,0
0.671,02/07/2020 14:19:06.323,1593710346323,0
0.687,02/07/2020 14:19:06.823,1593710346823,0
0.603,02/07/2020 14:19:07.323,1593710347323,0
0.648,02/07/2020 14:19:07.823,1593710347823,0
0.630,02/07/2020 14:19:08.323,1593710348323,0
0.699,02/07/2020 14:19:08.823,1593710348823,0
0.674,02/07/2020 14:19:09.323,1593710349323,0
0.673,02/07/2020 14:19:09.823,1593710349823,0
0.698,02/07/2020 14:19:10.323,1593710350323,0
0.706,02/07/2020 14:19:10.823,1593710350823,0
0.749,02/07/2020 14:19:11.323,1593710351323,0
0.688,02/07/2020 14:19:11.823,1593710351823,0
0.715,02/07/2020 14:19:12.323,1593710352323,0
0.710,02/07/2020 14:19:12.823,1593710352823,0
0.658,02/07/2020 14:19:13.323,1593710353323,0
0.670,02/07/2020 14:19:13.823,1593710353823,0
0.656,02/07/2020 14:19:14.323,1593710354323,0
0.673,02/07/2020 14:19:14.823,1593710354823,0
0.665,02/07/2020 14:19:15.323,1593710355323,0
0.662,02/07/2020 14:19:15.823,1593710355823,0
0.686,02/07/2020 14:19:16.323,1593710356323,0
0.731,02/07/2020 14:19:16.823,1593710356823,0
0.669,02/07/2020 14:19:17.323,1593710357323,0
0.666,02/07/2020 14:19:17.823,1593710357823,0
0.652,02/07/2020 14:19:18.323,1593710358323,0
0.641,02/07/2020 14:19:18.823,1593710358823,0
0.643,02/07/2020 14:19:19.323,1593710359323,0
0.663,02/07/2020 14:19:19.823,1593710359823,0
0.665,02/07/2020 14:19:20.323,1593710360323,0
0.653,02/07/2020 14:19:20.823,1593710360823,0
0.657,02/07/2020 14:19:21.323,1593710361323,0
0.658,02/07/2020 14:19:21.823,1593710361823,0
0.663,02/07/2020 14:19:22.323,1593710362323,0
0.656,02/07/2020 14:19:22.823,1593710362823,0
0.660,02/07/2020 14:19:23.323,1593710363323,0
0.645,02/07/2020 14:19:23.823,1593710363823,0
0.650,02/07/2020 14:19:24.323,1593710364323,0
0.661,02/07/2020 14:19:24.823,1593710364823,0
0.655,02/07/2020 14:19:25.323,1593710365323,0
0.651,02/07/2020 14:19:25.823,1593710365823,0
0.705,02/07/2020 14:19:26.323,1593710366323,0
0.747,02/07/2020 14:19:26.823,1593710366823,0
0.724,02/07/2020 14:19:27.323,1593710367323,0
0.698,02/07/2020 14:19:27.823,1593710367823,0
0.694,02/07/2020 14:19:28.323,1593710368323,0
0.660,02/07/2020 14:19:28.823,1593710368823,0
0.660,02/07/2020 14:19:29.323,1593710369323,0
0.662,02/07/2020 14:19:29.823,1593710369823,0
0.735,02/07/2020 14:19:30.323,1593710370323,0
0.695,02/07/2020 14:19:30.823,1593710370823,0
0.675,02/07/2020 14:19:31.323,1593710371323,0
0.670,02/07/2020 14:19:31.823,1593710371823,0
0.708,02/07/2020 14:19:32.323,1593710372323,0
0.717,02/07/2020 14:19:32.823,1593710372823,0
0.722,02/07/2020 14:19:33.323,1593710373323,0
0.735,02/07/2020 14:19:33.823,1593710373823,0
0.717,02/07/2020 14:19:34.323,1593710374323,0
0.719,02/07/2020 14:19:34.823,1593710374823,0
0.658,02/07/2020 14:19:35.323,1593710375323,0
0.665,02/07/2020 14:19:35.823,1593710375823,0
0.667,02/07/2020 14:19:36.323,1593710376323,0
0.676,02/07/2020 14:19:36.823,1593710376823,0
0.649,02/07/2020 14:19:37.323,1593710377323,0
0.656,02/07/2020 14:19:37.823,1593710377823,0
0.653,02/07/2020 14:19:38.323,1593710378323,0
0.654,02/07/2020 14:19:38.823,1593710378823,0
0.652,02/07/2020 14:19:39.323,1593710379323,0
0.700,02/07/2020 14:19:39.823,1593710379823,0
0.684,02/07/2020 14:19:40.323,1593710380323,0
0.708,02/07/2020 14:19:40.823,1593710380823,0
0.670,02/07/2020 14:19:41.323,1593710381323,0
0.660,02/07/2020 14:19:41.823,1593710381823,0
0.643,02/07/2020 14:19:42.323,1593710382323,0
0.640,02/07/2020 14:19:42.823,1593710382823,0
0.644,02/07/2020 14:19:43.323,1593710383323,0
0.649,02/07/2020 14:19:43.823,1593710383823,0
0.651,02/07/2020 14:19:44.323,1593710384323,0
0.650,02/07/2020 14:19:44.823,1593710384823,0
0.671,02/07/2020 14:19:45.323,1593710385323,0
0.719,02/07/2020 14:19:45.823,1593710385823,0
0.657,02/07/2020 14:19:46.323,1593710386323,0
0.647,02/07/2020 14:19:46.823,1593710386823,0
0.648,02/07/2020 14:19:47.323,1593710387323,0
0.709,02/07/2020 14:19:47.823,1593710387823,0
0.705,02/07/2020 14:19:48.323,1593710388323,0
0.662,02/07/2020 14:19:48.823,1593710388823,0
0.698,02/07/2020 14:19:49.323,1593710389323,0
0.696,02/07/2020 14:19:49.823,1593710389823,0
0.683,02/07/2020 14:19:50.323,1593710390323,0
0.714,02/07/2020 14:19:50.823,1593710390823,0
0.648,02/07/2020 14:19:51.323,1593710391323,0
0.651,02/07/2020 14:19:51.823,1593710391823,0
0.696,02/07/2020 14:19:52.323,1593710392323,0
0.648,02/07/2020 14:19:52.823,1593710392823,0
0.660,02/07/2020 14:19:53.323,1593710393323,0
0.677,02/07/2020 14:19:53.823,1593710393823,0
0.655,02/07/2020 14:19:54.323,1593710394323,0
0.655,02/07/2020 14:19:54.823,1593710394823,0
0.649,02/07/2020 14:19:55.323,1593710395323,0
0.645,02/07/2020 14:19:55.823,1593710395823,0
0.726,02/07/2020 14:19:56.323,1593710396323,0
0.702,02/07/2020 14:19:56.823,1593710396823,0
0.726,02/07/2020 14:19:57.323,1593710397323,0
0.732,02/07/2020 14:19:57.823,1593710397823,0
0.687,02/07/2020 14:19:58.323,1593710398323,0
0.687,02/07/2020 14:19:58.823,1593710398823,0
0.702,02/07/2020 14:19:59.323,1593710399323,0
0.708,02/07/2020 14:19:59.823,1593710399823,0
0.684,02/07/2020 14:20:00.323,1593710400323,0
0.740,02/07/2020 14:20:00.823,1593710400823,0
0.720,02/07/2020 14:20:01.323,1593710401323,0
0.728,02/07/2020 14:20:01.823,1593710401823,0
0.666,02/07/2020 14:20:02.323,1593710402323,0
0.694,02/07/2020 14:20:02.823,1593710402823,0
0.652,02/07/2020 14:20:03.323,1593710403323,0
0.637,02/07/2020 14:20:03.823,1593710403823,0
0.714,02/07/2020 14:20:04.323,1593710404323,0
0.689,02/07/2020 14:20:04.823,1593710404823,0
0.682,02/07/2020 14:20:05.323,1593710405323,0
0.680,02/07/2020 14:20:05.823,1593710405823,0
0.641,02/07/2020 14:20:06.323,1593710406323,0
0.608,02/07/2020 14:20:06.823,1593710406823,0
0.601,02/07/2020 14:20:07.323,1593710407323,0
0.602,02/07/2020 14:20:07.823,1593710407823,0
0.600,02/07/2020 14:20:08.323,1593710408323,0
0.597,02/07/2020 14:20:08.823,1593710408823,0
0.595,02/07/2020 14:20:09.323,1593710409323,0
0.609,02/07/2020 14:20:09.823,1593710409823,0
0.609,02/07/2020 14:20:10.323,1593710410323,0
0.593,02/07/2020 14:20:10.823,1593710410823,0
0.615,02/07/2020 14:20:11.323,1593710411323,0
0.608,02/07/2020 14:20:11.823,1593710411823,0
0.674,02/07/2020 14:20:12.323,1593710412323,0
0.613,02/07/2020 14:20:12.823,1593710412823,0
0.619,02/07/2020 14:20:13.323,1593710413323,0
0.614,02/07/2020 14:20:13.823,1593710413823,0
0.615,02/07/2020 14:20:14.323,1593710414323,0
0.615,02/07/2020 14:20:14.823,1593710414823,0
0.624,02/07/2020 14:20:15.323,1593710415323,0
0.603,02/07/2020 14:20:15.823,1593710415823,0
0.607,02/07/2020 14:20:16.323,1593710416323,0
0.613,02/07/2020 14:20:16.823,1593710416823,0
0.593,02/07/2020 14:20:17.323,1593710417323,0
0.605,02/07/2020 14:20:17.823,1593710417823,0
0.599,02/07/2020 14:20:18.323,1593710418323,0
0.589,02/07/2020 14:20:18.823,1593710418823,0
0.574,02/07/2020 14:20:19.323,1593710419323,0
0.600,02/07/2020 14:20:19.823,1593710419823,0
0.598,02/07/2020 14:20:20.323,1593710420323,0
0.598,02/07/2020 14:20:20.823,1593710420823,0
0.594,02/07/2020 14:20:21.323,1593710421323,0
0.598,02/07/2020 14:20:21.823,1593710421823,0
0.599,02/07/2020 14:20:22.323,1593710422323,0
0.669,02/07/2020 14:20:22.823,1593710422823,0
0.612,02/07/2020 14:20:23.323,1593710423323,0
0.615,02/07/2020 14:20:23.823,1593710423823,0
0.644,02/07/2020 14:20:24.323,1593710424323,0
0.670,02/07/2020 14:20:24.823,1593710424823,0
0.629,02/07/2020 14:20:25.323,1593710425323,0
0.628,02/07/2020 14:20:25.823,1593710425823,0
0.607,02/07/2020 14:20:26.323,1593710426323,0
0.596,02/07/2020 14:20:26.823,1593710426823,0
0.599,02/07/2020 14:20:27.323,1593710427323,0
0.658,02/07/2020 14:20:27.823,1593710427823,0
0.671,02/07/2020 14:20:28.323,1593710428323,0
0.665,02/07/2020 14:20:28.823,1593710428823,0
0.682,02/07/2020 14:20:29.323,1593710429323,0
0.700,02/07/2020 14:20:29.823,1593710429823,0
0.662,02/07/2020 14:20:30.323,1593710430323,0
0.688,02/07/2020 14:20:30.823,1593710430823,0
0.658,02/07/2020 14:20:31.323,1593710431323,0
0.652,02/07/2020 14:20:31.823,1593710431823,0
0.648,02/07/2020 14:20:32.323,1593710432323,0
0.638,02/07/2020 14:20:32.823,1593710432823,0
0.639,02/07/2020 14:20:33.323,1593710433323,0
0.664,02/07/2020 14:20:33.823,1593710433823,0
0.675,02/07/2020 14:20:34.323,1593710434323,0
0.698,02/07/2020 14:20:34.823,1593710434823,0
0.625,02/07/2020 14:20:35.323,1593710435323,0
0.688,02/07/2020 14:20:35.823,1593710435823,0
0.711,02/07/2020 14:20:36.323,1593710436323,0
0.653,02/07/2020 14:20:36.823,1593710436823,0
0.595,02/07/2020 14:20:37.323,1593710437323,0
0.656,02/07/2020 14:20:37.823,1593710437823,0
0.609,02/07/2020 14:20:38.323,1593710438323,0
0.647,02/07/2020 14:20:38.823,1593710438823,0
0.601,02/07/2020 14:20:39.323,1593710439323,0
0.637,02/07/2020 14:20:39.823,1593710439823,0
0.648,02/07/2020 14:20:40.323,1593710440323,0
0.673,02/07/2020 14:20:40.823,1593710440823,0
0.653,02/07/2020 14:20:41.323,1593710441323,0
0.657,02/07/2020 14:20:41.823,1593710441823,0
0.591,02/07/2020 14:20:42.323,1593710442323,0
0.698,02/07/2020 14:20:42.823,1593710442823,0
0.607,02/07/2020 14:20:43.323,1593710443323,0
0.594,02/07/2020 14:20:43.823,1593710443823,0
0.587,02/07/2020 14:20:44.323,1593710444323,0
0.629,02/07/2020 14:20:44.823,1593710444823,0
0.678,02/07/2020 14:20:45.323,1593710445323,0
0.641,02/07/2020 14:20:45.823,1593710445823,0
0.607,02/07/2020 14:20:46.323,1593710446323,0
0.636,02/07/2020 14:20:46.823,1593710446823,0
0.600,02/07/2020 14:20:47.323,1593710447323,0
0.592,02/07/2020 14:20:47.823,1593710447823,0
0.630,02/07/2020 14:20:48.323,1593710448323,0
0.745,02/07/2020 14:20:48.823,1593710448823,0
0.648,02/07/2020 14:20:49.323,1593710449323,0
0.606,02/07/2020 14:20:49.823,1593710449823,0
0.611,02/07/2020 14:20:50.323,1593710450323,0
0.612,02/07/2020 14:20:50.823,1593710450823,0
0.602,02/07/2020 14:20:51.323,1593710451323,0
0.607,02/07/2020 14:20:51.823,1593710451823,0
0.635,02/07/2020 14:20:52.323,1593710452323,0
0.604,02/07/2020 14:20:52.823,1593710452823,0
0.674,02/07/2020 14:20:53.323,1593710453323,0
0.617,02/07/2020 14:20:53.823,1593710453823,0
0.665,02/07/2020 14:20:54.323,1593710454323,0
0.608,02/07/2020 14:20:54.823,1593710454823,0
0.614,02/07/2020 14:20:55.323,1593710455323,0
0.607,02/07/2020 14:20:55.823,1593710455823,0
0.629,02/07/2020 14:20:56.323,1593710456323,0
0.629,02/07/2020 14:20:56.823,1593710456823,0
0.605,02/07/2020 14:20:57.323,1593710457323,0
0.619,02/07/2020 14:20:57.823,1593710457823,0
0.613,02/07/2020 14:20:58.323,1593710458323,0
0.622,02/07/2020 14:20:58.823,1593710458823,0
0.618,02/07/2020 14:20:59.323,1593710459323,0
0.609,02/07/2020 14:20:59.823,1593710459823,0
0.611,02/07/2020 14:21:00.323,1593710460323,0
0.619,02/07/2020 14:21:00.823,1593710460823,0
0.611,02/07/2020 14:21:01.323,1593710461323,0
0.585,02/07/2020 14:21:01.823,1593710461823,0
0.630,02/07/2020 14:21:02.323,1593710462323,0
0.582,02/07/2020 14:21:02.823,1593710462823,0
0.582,02/07/2020 14:21:03.323,1593710463323,0
0.630,02/07/2020 14:21:03.823,1593710463823,0
0.679,02/07/2020 14:21:04.323,1593710464323,0
0.610,02/07/2020 14:21:04.823,1593710464823,0
0.612,02/07/2020 14:21:05.323,1593710465323,0
0.613,02/07/2020 14:21:05.823,1593710465823,0
0.605,02/07/2020 14:21:06.323,1593710466323,0
0.612,02/07/2020 14:21:06.823,1593710466823,0
0.605,02/07/2020 14:21:07.323,1593710467323,0
0.607,02/07/2020 14:21:07.823,1593710467823,0
0.659,02/07/2020 14:21:08.323,1593710468323,0
0.644,02/07/2020 14:21:08.823,1593710468823,0
0.665,02/07/2020 14:21:09.323,1593710469323,0
0.648,02/07/2020 14:21:09.823,1593710469823,0
0.608,02/07/2020 14:21:10.323,1593710470323,0
0.629,02/07/2020 14:21:10.823,1593710470823,0
0.622,02/07/2020 14:21:11.323,1593710471323,0
0.607,02/07/2020 14:21:11.823,1593710471823,0
0.613,02/07/2020 14:21:12.323,1593710472323,0
0.603,02/07/2020 14:21:12.823,1593710472823,0
0.604,02/07/2020 14:21:13.323,1593710473323,0
0.605,02/07/2020 14:21:13.823,1593710473823,0
0.609,02/07/2020 14:21:14.323,1593710474323,0
0.602,02/07/2020 14:21:14.823,1593710474823,0
0.603,02/07/2020 14:21:15.323,1593710475323,0
0.610,02/07/2020 14:21:15.823,1593710475823,0
0.610,02/07/2020 14:21:16.323,1593710476323,0
0.618,02/07/2020 14:21:16.823,1593710476823,0
0.602,02/07/2020 14:21:17.323,1593710477323,0
0.601,02/07/2020 14:21:17.823,1593710477823,0
0.691,02/07/2020 14:21:18.323,1593710478323,0
0.599,02/07/2020 14:21:18.823,1593710478823,0
0.604,02/07/2020 14:21:19.323,1593710479323,0
0.632,02/07/2020 14:21:19.823,1593710479823,0
0.613,02/07/2020 14:21:20.323,1593710480323,0
0.653,02/07/2020 14:21:20.823,1593710480823,0
0.607,02/07/2020 14:21:21.323,1593710481323,0
0.607,02/07/2020 14:21:21.823,1593710481823,0
0.604,02/07/2020 14:21:22.323,1593710482323,0
0.618,02/07/2020 14:21:22.823,1593710482823,0
0.609,02/07/2020 14:21:23.323,1593710483323,0
0.637,02/07/2020 14:21:23.823,1593710483823,0
0.601,02/07/2020 14:21:24.323,1593710484323,0
0.607,02/07/2020 14:21:24.823,1593710484823,0
0.605,02/07/2020 14:21:25.323,1593710485323,0
0.606,02/07/2020 14:21:25.823,1593710485823,0
0.601,02/07/2020 14:21:26.323,1593710486323,0
0.590,02/07/2020 14:21:26.823,1593710486823,0
0.585,02/07/2020 14:21:27.323,1593710487323,0
0.613,02/07/2020 14:21:27.823,1593710487823,0
0.591,02/07/2020 14:21:28.323,1593710488323,0
0.600,02/07/2020 14:21:28.823,1593710488823,0
0.583,02/07/2020 14:21:29.323,1593710489323,0
0.590,02/07/2020 14:21:29.823,1593710489823,0
0.611,02/07/2020 14:21:30.323,1593710490323,0
0.593,02/07/2020 14:21:30.823,1593710490823,0
0.607,02/07/2020 14:21:31.323,1593710491323,0
0.597,02/07/2020 14:21:31.823,1593710491823,0
0.594,02/07/2020 14:21:32.323,1593710492323,0
0.595,02/07/2020 14:21:32.823,1593710492823,0
0.657,02/07/2020 14:21:33.323,1593710493323,0
0.600,02/07/2020 14:21:33.823,1593710493823,0
0.596,02/07/2020 14:21:34.323,1593710494323,0
0.596,02/07/2020 14:21:34.823,1593710494823,0
