ValoresRms,Tempo,TimeStamp
9.822,23/05/2020 17:03:08.869,1590264188869
9.822,23/05/2020 17:03:09.369,1590264189369
9.822,23/05/2020 17:03:09.869,1590264189869
9.822,23/05/2020 17:03:10.369,1590264190369
9.822,23/05/2020 17:03:10.869,1590264190869
9.822,23/05/2020 17:03:11.369,1590264191369
9.822,23/05/2020 17:03:11.869,1590264191869
9.822,23/05/2020 17:03:12.369,1590264192369
9.822,23/05/2020 17:03:12.869,1590264192869
9.822,23/05/2020 17:03:13.369,1590264193369
9.822,23/05/2020 17:03:13.869,1590264193869
9.822,23/05/2020 17:03:14.369,1590264194369
9.822,23/05/2020 17:03:14.869,1590264194869
9.822,23/05/2020 17:03:15.369,1590264195369
9.822,23/05/2020 17:03:15.869,1590264195869
9.822,23/05/2020 17:03:16.369,1590264196369
9.822,23/05/2020 17:03:16.869,1590264196869
9.822,23/05/2020 17:03:17.369,1590264197369
9.822,23/05/2020 17:03:17.869,1590264197869
9.822,23/05/2020 17:03:18.369,1590264198369
9.822,23/05/2020 17:03:18.869,1590264198869
9.822,23/05/2020 17:03:19.369,1590264199369
9.822,23/05/2020 17:03:19.869,1590264199869
9.822,23/05/2020 17:03:20.369,1590264200369
9.822,23/05/2020 17:03:20.869,1590264200869
9.822,23/05/2020 17:03:21.369,1590264201369
9.822,23/05/2020 17:03:21.869,1590264201869
9.822,23/05/2020 17:03:22.369,1590264202369
9.822,23/05/2020 17:03:22.869,1590264202869
9.822,23/05/2020 17:03:23.369,1590264203369
9.822,23/05/2020 17:03:23.869,1590264203869
9.822,23/05/2020 17:03:24.369,1590264204369
9.822,23/05/2020 17:03:24.869,1590264204869
9.822,23/05/2020 17:03:25.369,1590264205369
9.822,23/05/2020 17:03:25.869,1590264205869
9.822,23/05/2020 17:03:26.369,1590264206369
9.822,23/05/2020 17:03:26.869,1590264206869
9.822,23/05/2020 17:03:27.369,1590264207369
9.822,23/05/2020 17:03:27.869,1590264207869
9.822,23/05/2020 17:03:28.369,1590264208369
9.822,23/05/2020 17:03:28.869,1590264208869
9.822,23/05/2020 17:03:29.369,1590264209369
9.822,23/05/2020 17:03:29.869,1590264209869
9.822,23/05/2020 17:03:30.369,1590264210369
9.822,23/05/2020 17:03:30.869,1590264210869
9.822,23/05/2020 17:03:31.369,1590264211369
9.822,23/05/2020 17:03:31.869,1590264211869
9.822,23/05/2020 17:03:32.369,1590264212369
9.822,23/05/2020 17:03:32.869,1590264212869
9.822,23/05/2020 17:03:33.369,1590264213369
9.822,23/05/2020 17:03:33.869,1590264213869
9.822,23/05/2020 17:03:34.369,1590264214369
9.822,23/05/2020 17:03:34.869,1590264214869
9.822,23/05/2020 17:03:35.369,1590264215369
9.822,23/05/2020 17:03:35.869,1590264215869
9.822,23/05/2020 17:03:36.369,1590264216369
9.822,23/05/2020 17:03:36.869,1590264216869
9.822,23/05/2020 17:03:37.369,1590264217369
9.822,23/05/2020 17:03:37.869,1590264217869
9.822,23/05/2020 17:03:38.369,1590264218369
9.822,23/05/2020 17:03:38.869,1590264218869
