ValoresRms,Tempo,TimeStamp
9.822,23/05/2020 00:24:44.494,1590204284494
9.822,23/05/2020 00:24:44.994,1590204284994
9.822,23/05/2020 00:24:45.494,1590204285494
9.822,23/05/2020 00:24:45.994,1590204285994
9.822,23/05/2020 00:24:46.494,1590204286494
9.822,23/05/2020 00:24:46.994,1590204286994
9.822,23/05/2020 00:24:47.494,1590204287494
9.822,23/05/2020 00:24:47.994,1590204287994
9.822,23/05/2020 00:24:48.494,1590204288494
9.822,23/05/2020 00:24:48.994,1590204288994
9.822,23/05/2020 00:24:49.494,1590204289494
9.822,23/05/2020 00:24:49.994,1590204289994
9.822,23/05/2020 00:24:50.494,1590204290494
9.822,23/05/2020 00:24:50.994,1590204290994
9.822,23/05/2020 00:24:51.494,1590204291494
9.822,23/05/2020 00:24:51.994,1590204291994
9.822,23/05/2020 00:24:52.494,1590204292494
9.821,23/05/2020 00:24:52.994,1590204292994
9.822,23/05/2020 00:24:53.494,1590204293494
9.822,23/05/2020 00:24:53.994,1590204293994
9.822,23/05/2020 00:24:54.494,1590204294494
9.822,23/05/2020 00:24:54.994,1590204294994
9.822,23/05/2020 00:24:55.494,1590204295494
9.822,23/05/2020 00:24:55.994,1590204295994
9.822,23/05/2020 00:24:56.494,1590204296494
9.822,23/05/2020 00:24:56.994,1590204296994
9.822,23/05/2020 00:24:57.494,1590204297494
9.822,23/05/2020 00:24:57.994,1590204297994
9.822,23/05/2020 00:24:58.494,1590204298494
9.822,23/05/2020 00:24:58.994,1590204298994
9.822,23/05/2020 00:24:59.494,1590204299494
9.822,23/05/2020 00:24:59.994,1590204299994
9.822,23/05/2020 00:25:00.494,1590204300494
9.822,23/05/2020 00:25:00.994,1590204300994
9.822,23/05/2020 00:25:01.494,1590204301494
9.822,23/05/2020 00:25:01.994,1590204301994
9.822,23/05/2020 00:25:02.494,1590204302494
9.818,23/05/2020 00:25:02.994,1590204302994
9.822,23/05/2020 00:25:03.494,1590204303494
9.822,23/05/2020 00:25:03.994,1590204303994
9.822,23/05/2020 00:25:04.494,1590204304494
9.822,23/05/2020 00:25:04.994,1590204304994
9.822,23/05/2020 00:25:05.494,1590204305494
9.822,23/05/2020 00:25:05.994,1590204305994
9.822,23/05/2020 00:25:06.494,1590204306494
9.822,23/05/2020 00:25:06.994,1590204306994
9.822,23/05/2020 00:25:07.494,1590204307494
9.822,23/05/2020 00:25:07.994,1590204307994
9.822,23/05/2020 00:25:08.494,1590204308494
9.822,23/05/2020 00:25:08.994,1590204308994
9.822,23/05/2020 00:25:09.494,1590204309494
9.822,23/05/2020 00:25:09.994,1590204309994
9.822,23/05/2020 00:25:10.494,1590204310494
9.822,23/05/2020 00:25:10.994,1590204310994
9.822,23/05/2020 00:25:11.494,1590204311494
9.822,23/05/2020 00:25:11.994,1590204311994
9.822,23/05/2020 00:25:12.494,1590204312494
9.822,23/05/2020 00:25:12.994,1590204312994
9.822,23/05/2020 00:25:13.494,1590204313494
9.822,23/05/2020 00:25:13.994,1590204313994
9.822,23/05/2020 00:25:14.494,1590204314494
9.822,23/05/2020 00:25:14.994,1590204314994
9.822,23/05/2020 00:25:15.494,1590204315494
9.822,23/05/2020 00:25:15.994,1590204315994
9.822,23/05/2020 00:25:16.494,1590204316494
9.822,23/05/2020 00:25:16.994,1590204316994
9.822,23/05/2020 00:25:17.494,1590204317494
9.821,23/05/2020 00:25:17.994,1590204317994
9.822,23/05/2020 00:25:18.494,1590204318494
9.822,23/05/2020 00:25:18.994,1590204318994
9.822,23/05/2020 00:25:19.494,1590204319494
9.822,23/05/2020 00:25:19.994,1590204319994
9.822,23/05/2020 00:25:20.494,1590204320494
9.822,23/05/2020 00:25:20.994,1590204320994
9.822,23/05/2020 00:25:21.494,1590204321494
9.822,23/05/2020 00:25:21.994,1590204321994
9.822,23/05/2020 00:25:22.494,1590204322494
9.820,23/05/2020 00:25:22.994,1590204322994
9.822,23/05/2020 00:25:23.494,1590204323494
9.822,23/05/2020 00:25:23.994,1590204323994
9.822,23/05/2020 00:25:24.494,1590204324494
9.822,23/05/2020 00:25:24.994,1590204324994
9.822,23/05/2020 00:25:25.494,1590204325494
9.822,23/05/2020 00:25:25.994,1590204325994
9.822,23/05/2020 00:25:26.494,1590204326494
9.822,23/05/2020 00:25:26.994,1590204326994
9.822,23/05/2020 00:25:27.494,1590204327494
9.822,23/05/2020 00:25:27.994,1590204327994
9.822,23/05/2020 00:25:28.494,1590204328494
9.822,23/05/2020 00:25:28.994,1590204328994
9.822,23/05/2020 00:25:29.494,1590204329494
9.822,23/05/2020 00:25:29.994,1590204329994
9.822,23/05/2020 00:25:30.494,1590204330494
9.822,23/05/2020 00:25:30.994,1590204330994
9.822,23/05/2020 00:25:31.494,1590204331494
9.822,23/05/2020 00:25:31.994,1590204331994
9.822,23/05/2020 00:25:32.494,1590204332494
9.822,23/05/2020 00:25:32.994,1590204332994
9.822,23/05/2020 00:25:33.494,1590204333494
9.822,23/05/2020 00:25:33.994,1590204333994
9.822,23/05/2020 00:25:34.494,1590204334494
9.822,23/05/2020 00:25:34.994,1590204334994
9.822,23/05/2020 00:25:35.494,1590204335494
9.822,23/05/2020 00:25:35.994,1590204335994
9.822,23/05/2020 00:25:36.494,1590204336494
9.822,23/05/2020 00:25:36.994,1590204336994
9.822,23/05/2020 00:25:37.494,1590204337494
9.822,23/05/2020 00:25:37.994,1590204337994
9.822,23/05/2020 00:25:38.494,1590204338494
9.822,23/05/2020 00:25:38.994,1590204338994
9.822,23/05/2020 00:25:39.494,1590204339494
9.808,23/05/2020 00:25:39.994,1590204339994
9.816,23/05/2020 00:25:40.494,1590204340494
9.822,23/05/2020 00:25:40.994,1590204340994
9.822,23/05/2020 00:25:41.494,1590204341494
9.822,23/05/2020 00:25:41.994,1590204341994
9.822,23/05/2020 00:25:42.494,1590204342494
9.820,23/05/2020 00:25:42.994,1590204342994
9.822,23/05/2020 00:25:43.494,1590204343494
9.822,23/05/2020 00:25:43.994,1590204343994
9.822,23/05/2020 00:25:44.494,1590204344494
9.822,23/05/2020 00:25:44.994,1590204344994
9.822,23/05/2020 00:25:45.494,1590204345494
9.822,23/05/2020 00:25:45.994,1590204345994
9.822,23/05/2020 00:25:46.494,1590204346494
9.822,23/05/2020 00:25:46.994,1590204346994
9.822,23/05/2020 00:25:47.494,1590204347494
9.822,23/05/2020 00:25:47.994,1590204347994
9.822,23/05/2020 00:25:48.494,1590204348494
9.822,23/05/2020 00:25:48.994,1590204348994
9.822,23/05/2020 00:25:49.494,1590204349494
9.822,23/05/2020 00:25:49.994,1590204349994
9.822,23/05/2020 00:25:50.494,1590204350494
9.822,23/05/2020 00:25:50.994,1590204350994
9.822,23/05/2020 00:25:51.494,1590204351494
9.822,23/05/2020 00:25:51.994,1590204351994
9.822,23/05/2020 00:25:52.494,1590204352494
9.821,23/05/2020 00:25:52.994,1590204352994
9.822,23/05/2020 00:25:53.494,1590204353494
9.822,23/05/2020 00:25:53.994,1590204353994
9.822,23/05/2020 00:25:54.494,1590204354494
9.822,23/05/2020 00:25:54.994,1590204354994
9.822,23/05/2020 00:25:55.494,1590204355494
9.822,23/05/2020 00:25:55.994,1590204355994
9.822,23/05/2020 00:25:56.494,1590204356494
9.822,23/05/2020 00:25:56.994,1590204356994
9.822,23/05/2020 00:25:57.494,1590204357494
9.822,23/05/2020 00:25:57.994,1590204357994
9.822,23/05/2020 00:25:58.494,1590204358494
9.822,23/05/2020 00:25:58.994,1590204358994
9.822,23/05/2020 00:25:59.494,1590204359494
9.822,23/05/2020 00:25:59.994,1590204359994
