ValoresRms,Tempo,TimeStamp
9.822,23/05/2020 03:07:57.639,1590214077639
9.821,23/05/2020 03:07:58.139,1590214078139
9.816,23/05/2020 03:07:58.639,1590214078639
9.779,23/05/2020 03:07:59.139,1590214079139
9.737,23/05/2020 03:07:59.639,1590214079639
9.728,23/05/2020 03:08:00.139,1590214080139
9.705,23/05/2020 03:08:00.639,1590214080639
9.731,23/05/2020 03:08:01.139,1590214081139
9.778,23/05/2020 03:08:01.639,1590214081639
9.812,23/05/2020 03:08:02.139,1590214082139
9.821,23/05/2020 03:08:02.639,1590214082639
9.815,23/05/2020 03:08:03.139,1590214083139
9.822,23/05/2020 03:08:03.639,1590214083639
9.821,23/05/2020 03:08:04.139,1590214084139
9.822,23/05/2020 03:08:04.639,1590214084639
9.822,23/05/2020 03:08:05.139,1590214085139
9.822,23/05/2020 03:08:05.639,1590214085639
9.822,23/05/2020 03:08:06.139,1590214086139
9.822,23/05/2020 03:08:06.639,1590214086639
9.822,23/05/2020 03:08:07.139,1590214087139
9.822,23/05/2020 03:08:07.639,1590214087639
9.822,23/05/2020 03:08:08.139,1590214088139
9.822,23/05/2020 03:08:08.639,1590214088639
9.822,23/05/2020 03:08:09.139,1590214089139
9.822,23/05/2020 03:08:09.639,1590214089639
9.822,23/05/2020 03:08:10.139,1590214090139
9.822,23/05/2020 03:08:10.639,1590214090639
9.822,23/05/2020 03:08:11.139,1590214091139
9.822,23/05/2020 03:08:11.639,1590214091639
9.822,23/05/2020 03:08:12.139,1590214092139
9.822,23/05/2020 03:08:12.639,1590214092639
9.822,23/05/2020 03:08:13.139,1590214093139
9.822,23/05/2020 03:08:13.639,1590214093639
9.822,23/05/2020 03:08:14.139,1590214094139
9.822,23/05/2020 03:08:14.639,1590214094639
9.822,23/05/2020 03:08:15.139,1590214095139
9.822,23/05/2020 03:08:15.639,1590214095639
9.822,23/05/2020 03:08:16.139,1590214096139
9.822,23/05/2020 03:08:16.639,1590214096639
9.822,23/05/2020 03:08:17.139,1590214097139
9.822,23/05/2020 03:08:17.639,1590214097639
9.822,23/05/2020 03:08:18.139,1590214098139
9.822,23/05/2020 03:08:18.639,1590214098639
9.822,23/05/2020 03:08:19.139,1590214099139
9.822,23/05/2020 03:08:19.639,1590214099639
9.822,23/05/2020 03:08:20.139,1590214100139
9.822,23/05/2020 03:08:20.639,1590214100639
9.822,23/05/2020 03:08:21.139,1590214101139
9.822,23/05/2020 03:08:21.639,1590214101639
9.822,23/05/2020 03:08:22.139,1590214102139
9.822,23/05/2020 03:08:22.639,1590214102639
9.822,23/05/2020 03:08:23.139,1590214103139
9.822,23/05/2020 03:08:23.639,1590214103639
