ValoresRms,Tempo,TimeStamp
9.822,23/05/2020 02:26:20.619,1590211580619
9.822,23/05/2020 02:26:21.119,1590211581119
9.822,23/05/2020 02:26:21.619,1590211581619
9.822,23/05/2020 02:26:22.119,1590211582119
9.822,23/05/2020 02:26:22.619,1590211582619
9.822,23/05/2020 02:26:23.119,1590211583119
9.822,23/05/2020 02:26:23.619,1590211583619
9.822,23/05/2020 02:26:24.119,1590211584119
9.822,23/05/2020 02:26:24.619,1590211584619
9.822,23/05/2020 02:26:25.119,1590211585119
9.822,23/05/2020 02:26:25.619,1590211585619
9.822,23/05/2020 02:26:26.119,1590211586119
9.822,23/05/2020 02:26:26.619,1590211586619
9.822,23/05/2020 02:26:27.119,1590211587119
9.822,23/05/2020 02:26:27.619,1590211587619
9.822,23/05/2020 02:26:28.119,1590211588119
9.822,23/05/2020 02:26:28.619,1590211588619
9.822,23/05/2020 02:26:29.119,1590211589119
9.822,23/05/2020 02:26:29.619,1590211589619
9.822,23/05/2020 02:26:30.119,1590211590119
9.822,23/05/2020 02:26:30.619,1590211590619
9.822,23/05/2020 02:26:31.119,1590211591119
9.822,23/05/2020 02:26:31.619,1590211591619
9.822,23/05/2020 02:26:32.119,1590211592119
9.822,23/05/2020 02:26:32.619,1590211592619
9.822,23/05/2020 02:26:33.119,1590211593119
9.822,23/05/2020 02:26:33.619,1590211593619
9.822,23/05/2020 02:26:34.119,1590211594119
9.822,23/05/2020 02:26:34.619,1590211594619
9.822,23/05/2020 02:26:35.119,1590211595119
9.822,23/05/2020 02:26:35.619,1590211595619
9.822,23/05/2020 02:26:36.119,1590211596119
9.822,23/05/2020 02:26:36.619,1590211596619
9.822,23/05/2020 02:26:37.119,1590211597119
9.822,23/05/2020 02:26:37.619,1590211597619
9.822,23/05/2020 02:26:38.119,1590211598119
9.822,23/05/2020 02:26:38.619,1590211598619
9.822,23/05/2020 02:26:39.119,1590211599119
9.822,23/05/2020 02:26:39.619,1590211599619
9.822,23/05/2020 02:26:40.119,1590211600119
9.822,23/05/2020 02:26:40.619,1590211600619
9.822,23/05/2020 02:26:41.119,1590211601119
9.822,23/05/2020 02:26:41.619,1590211601619
9.822,23/05/2020 02:26:42.119,1590211602119
9.822,23/05/2020 02:26:42.619,1590211602619
9.822,23/05/2020 02:26:43.119,1590211603119
9.822,23/05/2020 02:26:43.619,1590211603619
9.822,23/05/2020 02:26:44.119,1590211604119
9.822,23/05/2020 02:26:44.619,1590211604619
9.822,23/05/2020 02:26:45.119,1590211605119
9.822,23/05/2020 02:26:45.619,1590211605619
9.822,23/05/2020 02:26:46.119,1590211606119
9.822,23/05/2020 02:26:46.619,1590211606619
9.822,23/05/2020 02:26:47.119,1590211607119
9.822,23/05/2020 02:26:47.619,1590211607619
9.822,23/05/2020 02:26:48.119,1590211608119
9.822,23/05/2020 02:26:48.619,1590211608619
9.822,23/05/2020 02:26:49.119,1590211609119
9.822,23/05/2020 02:26:49.619,1590211609619
9.822,23/05/2020 02:26:50.119,1590211610119
