ValoresRms,Tempo,TimeStamp
9.822,24/05/2020 02:36:45.850,1590298605850
9.822,24/05/2020 02:36:46.350,1590298606350
9.818,24/05/2020 02:36:46.850,1590298606850
9.822,24/05/2020 02:36:47.350,1590298607350
9.822,24/05/2020 02:36:47.850,1590298607850
9.822,24/05/2020 02:36:48.350,1590298608350
9.822,24/05/2020 02:36:48.850,1590298608850
9.820,24/05/2020 02:36:49.350,1590298609350
9.822,24/05/2020 02:36:49.850,1590298609850
9.822,24/05/2020 02:36:50.350,1590298610350
9.822,24/05/2020 02:36:50.850,1590298610850
9.821,24/05/2020 02:36:51.350,1590298611350
9.822,24/05/2020 02:36:51.850,1590298611850
9.822,24/05/2020 02:36:52.350,1590298612350
9.822,24/05/2020 02:36:52.850,1590298612850
9.820,24/05/2020 02:36:53.350,1590298613350
9.822,24/05/2020 02:36:53.850,1590298613850
9.822,24/05/2020 02:36:54.350,1590298614350
9.822,24/05/2020 02:36:54.850,1590298614850
9.822,24/05/2020 02:36:55.350,1590298615350
9.822,24/05/2020 02:36:55.850,1590298615850
9.822,24/05/2020 02:36:56.350,1590298616350
9.813,24/05/2020 02:36:56.850,1590298616850
9.822,24/05/2020 02:36:57.350,1590298617350
9.822,24/05/2020 02:36:57.850,1590298617850
9.822,24/05/2020 02:36:58.350,1590298618350
9.822,24/05/2020 02:36:58.850,1590298618850
9.822,24/05/2020 02:36:59.350,1590298619350
9.822,24/05/2020 02:36:59.850,1590298619850
9.822,24/05/2020 02:37:00.350,1590298620350
9.822,24/05/2020 02:37:00.850,1590298620850
9.822,24/05/2020 02:37:01.350,1590298621350
9.822,24/05/2020 02:37:01.850,1590298621850
9.822,24/05/2020 02:37:02.350,1590298622350
9.822,24/05/2020 02:37:02.850,1590298622850
9.822,24/05/2020 02:37:03.350,1590298623350
9.822,24/05/2020 02:37:03.850,1590298623850
9.816,24/05/2020 02:37:04.350,1590298624350
9.816,24/05/2020 02:37:04.850,1590298624850
9.822,24/05/2020 02:37:05.350,1590298625350
9.822,24/05/2020 02:37:05.850,1590298625850
9.822,24/05/2020 02:37:06.350,1590298626350
9.812,24/05/2020 02:37:06.850,1590298626850
9.822,24/05/2020 02:37:07.350,1590298627350
9.822,24/05/2020 02:37:07.850,1590298627850
9.822,24/05/2020 02:37:08.350,1590298628350
9.822,24/05/2020 02:37:08.850,1590298628850
9.822,24/05/2020 02:37:09.350,1590298629350
9.822,24/05/2020 02:37:09.850,1590298629850
9.822,24/05/2020 02:37:10.350,1590298630350
9.822,24/05/2020 02:37:10.850,1590298630850
9.822,24/05/2020 02:37:11.350,1590298631350
9.822,24/05/2020 02:37:11.850,1590298631850
9.822,24/05/2020 02:37:12.350,1590298632350
9.822,24/05/2020 02:37:12.850,1590298632850
9.822,24/05/2020 02:37:13.350,1590298633350
9.822,24/05/2020 02:37:13.850,1590298633850
9.822,24/05/2020 02:37:14.350,1590298634350
9.822,24/05/2020 02:37:14.850,1590298634850
9.822,24/05/2020 02:37:15.350,1590298635350
9.822,24/05/2020 02:37:15.850,1590298635850
9.822,24/05/2020 02:37:16.350,1590298636350
9.821,24/05/2020 02:37:16.850,1590298636850
9.822,24/05/2020 02:37:17.350,1590298637350
9.822,24/05/2020 02:37:17.850,1590298637850
9.822,24/05/2020 02:37:18.350,1590298638350
9.822,24/05/2020 02:37:18.850,1590298638850
9.822,24/05/2020 02:37:19.350,1590298639350
9.822,24/05/2020 02:37:19.850,1590298639850
9.822,24/05/2020 02:37:20.350,1590298640350
9.822,24/05/2020 02:37:20.850,1590298640850
9.822,24/05/2020 02:37:21.350,1590298641350
9.822,24/05/2020 02:37:21.850,1590298641850
9.822,24/05/2020 02:37:22.350,1590298642350
9.822,24/05/2020 02:37:22.850,1590298642850
9.822,24/05/2020 02:37:23.350,1590298643350
9.822,24/05/2020 02:37:23.850,1590298643850
9.822,24/05/2020 02:37:24.350,1590298644350
9.822,24/05/2020 02:37:24.850,1590298644850
9.822,24/05/2020 02:37:25.350,1590298645350
9.822,24/05/2020 02:37:25.850,1590298645850
9.822,24/05/2020 02:37:26.350,1590298646350
9.821,24/05/2020 02:37:26.850,1590298646850
9.822,24/05/2020 02:37:27.350,1590298647350
9.822,24/05/2020 02:37:27.850,1590298647850
9.822,24/05/2020 02:37:28.350,1590298648350
9.822,24/05/2020 02:37:28.850,1590298648850
9.820,24/05/2020 02:37:29.350,1590298649350
9.822,24/05/2020 02:37:29.850,1590298649850
9.822,24/05/2020 02:37:30.350,1590298650350
9.822,24/05/2020 02:37:30.850,1590298650850
9.822,24/05/2020 02:37:31.350,1590298651350
